rank,authorized_official,num_npis,total_spending,num_unique_addresses,different_addresses_flag,npi,org_name,dba,npi_spending,address,city,zip,auth_title
78,"JACOMINO, MICHELLE",7,67762557.98,7,YES,1407943954,"HATHAWAY ROAD DENTAL, PC",<UNAVAIL>,7718965.44,933 PLEASANT STREET,FALL RIVER,02723,DIRECTOR OF PAYOR RELATIONS
78,"JACOMINO, MICHELLE",7,67762557.98,7,YES,1154529071,"HATHAWAY ROAD DENTAL, PC",<UNAVAIL>,7178450.08,217 SOUTH STREET,HOLYOKE,04010,DIRECTOR OF PAYOR RELATIONS
78,"JACOMINO, MICHELLE",7,67762557.98,7,YES,1902947138,"HATHAWAY ROAD DENTAL, PC",<UNAVAIL>,6081051.27,715 CRESCENT ST,BROCKTON,023023363,DIRECTOR OF PAYOR RELATIONS
79,"BLANTON, BARRY",43,66992680.81,39,YES,1871502583,"BIO-MEDICAL APPLICATIONS OF MASSACHUSETTS, INC.",<UNAVAIL>,8494440.10,2000 MAIN ST,SPRINGFIELD,011031010,VICE PRESIDENT
79,"BLANTON, BARRY",43,66992680.81,39,YES,1487089355,"BIO-MEDICAL APPLICATIONS OF MASSACHUSETTS, INC.",<UNAVAIL>,6271893.60,847 ROGERS ST STE 101,LOWELL,018524345,VICE PRESIDENT
79,"BLANTON, BARRY",43,66992680.81,39,YES,1790794402,"BIO-MEDICAL APPLICATIONS OF MASSACHUSETTS, INC.",<UNAVAIL>,4626214.04,1515 STATE ST,SPRINGFIELD,011092536,VICE PRESIDENT
79,"BLANTON, BARRY",43,66992680.81,39,YES,1972512689,"BIO-MEDICAL APPLICATIONS OF MASSACHUSETTS, INC.",<UNAVAIL>,4548501.41,208 ASHLEY AVE,WEST SPRINGFIELD,010891353,VICE PRESIDENT
79,"BLANTON, BARRY",43,66992680.81,39,YES,1255340964,"BIO-MEDICAL APPLICATIONS OF MASSACHUSETTS, INC.",<UNAVAIL>,4322526.39,416 WARREN ST,ROXBURY,021191831,VICE PRESIDENT
79,"BLANTON, BARRY",43,66992680.81,39,YES,1275542987,"BIO-MEDICAL APPLICATIONS OF MASSACHUSETTS, INC.",<UNAVAIL>,4002786.76,421 MERRIMACK ST,METHUEN,018445864,VICE PRESIDENT
79,"BLANTON, BARRY",43,66992680.81,39,YES,1528078284,NORTH SUBURBAN DIALYSIS CENTER PARTNERSHIP,<UNAVAIL>,3741808.48,124 BROADWAY STE H,SAUGUS,019061000,VICE PRESIDENT
79,"BLANTON, BARRY",43,66992680.81,39,YES,1962411678,"BIO-MEDICAL APPLICATIONS OF MASSACHUSETTS, INC.",<UNAVAIL>,3730966.56,888 COMMONWEALTH AVE,BOSTON,022151205,VICE PRESIDENT
79,"BLANTON, BARRY",43,66992680.81,39,YES,1063421774,"BIO-MEDICAL APPLICATIONS OF MASSACHUSETTS, INC.",<UNAVAIL>,3607150.24,19A CENTENNIAL DR,PEABODY,019607901,VICE PRESIDENT
79,"BLANTON, BARRY",43,66992680.81,39,YES,1508292806,"BIO-MEDICAL APPLICATIONS OF MASSACHUSETTS, INC.",<UNAVAIL>,3015644.18,100 MILK ST,METHUEN,018444662,VICE PRESIDENT
79,"BLANTON, BARRY",43,66992680.81,39,YES,1942673819,"BIO-MEDICAL APPLICATIONS OF MASSACHUSETTS, INC.",<UNAVAIL>,2360945.68,216 HUTTLESTON AVE,FAIRHAVEN,027191958,VICE PRESIDENT
79,"BLANTON, BARRY",43,66992680.81,39,YES,1538178249,"BIO-MEDICAL APPLICATIONS OF MASSACHUSETTS, INC.",<UNAVAIL>,2185040.58,2100 DORCHESTER AVE STE 1,DORCHESTER,021245615,VICE PRESIDENT
79,"BLANTON, BARRY",43,66992680.81,39,YES,1447269154,"BIO-MEDICAL APPLICATIONS OF MASSACHUSETTS, INC.",<UNAVAIL>,2117980.62,305 MYSTIC AVE,MEDFORD,021556313,VICE PRESIDENT
79,"BLANTON, BARRY",43,66992680.81,39,YES,1437168143,"BIO-MEDICAL APPLICATIONS OF MASSACHUSETTS, INC.",<UNAVAIL>,1942488.88,241 PARKINGWAY,QUINCY,021695029,VICE PRESIDENT
79,"BLANTON, BARRY",43,66992680.81,39,YES,1053320762,"BIO-MEDICAL APPLICATIONS OF MASSACHUSETTS, INC.",<UNAVAIL>,1907776.65,110 MOUNT WAYTE AVE,FRAMINGHAM,017025705,VICE PRESIDENT
79,"BLANTON, BARRY",43,66992680.81,39,YES,1073522785,"BIO-MEDICAL APPLICATIONS OF MASSACHUSETTS, INC.",<UNAVAIL>,1666154.30,239 BOSTON TPKE,SHREWSBURY,015455223,VICE PRESIDENT
79,"BLANTON, BARRY",43,66992680.81,39,YES,1740842038,"BIO-MEDICAL APPLICATIONS OF MASSACHUSETTS, INC.",<UNAVAIL>,1599888.24,90 EVERETT AVE,CHELSEA,021502311,VICE PRESIDENT
79,"BLANTON, BARRY",43,66992680.81,39,YES,1295484038,"FRESENIUS MEDICAL CARE QUINCY, LLC",<UNAVAIL>,1161442.43,241 PARKINGWAY,QUINCY,021695029,VP
79,"BLANTON, BARRY",43,66992680.81,39,YES,1730198797,"BIO-MEDICAL APPLICATIONS OF MASSACHUSETTS, INC.",<UNAVAIL>,1032262.76,317 MEADOW ST,CHICOPEE,010134204,VICE PRESIDENT
79,"BLANTON, BARRY",43,66992680.81,39,YES,1164840484,"FRESENIUS MEDICAL CARE CNV MARLBOROUGH, LLC",<UNAVAIL>,663200.38,360 CEDAR HILL ST STE 3,MARLBOROUGH,017524175,VICE PRESIDENT
79,"BLANTON, BARRY",43,66992680.81,39,YES,1265441976,"BIO-MEDICAL APPLICATIONS OF MASSACHUSETTS, INC.",<UNAVAIL>,614138.71,90 GLACIER DR,WESTWOOD,020901818,VICE PRESIDENT
79,"BLANTON, BARRY",43,66992680.81,39,YES,1154330868,"BIO-MEDICAL APPLICATIONS OF MASSACHUSETTS, INC.",<UNAVAIL>,529834.19,2 STETSON ST,WEYMOUTH,021881506,VICE PRESIDENT
79,"BLANTON, BARRY",43,66992680.81,39,YES,1427438688,"BIO-MEDICAL APPLICATIONS OF MASSACHUSETTS, INC.",<UNAVAIL>,491132.23,27 INDUSTRIAL AVE,CHELMSFORD,018243618,VICE PRESIDENT
79,"BLANTON, BARRY",43,66992680.81,39,YES,1497125678,"BIO-MEDICAL APPLICATIONS OF MASSACHUSETTS, INC.",<UNAVAIL>,475751.88,1 INNOVATION DR,WORCESTER,016054307,VICE PRESIDENT
79,"BLANTON, BARRY",43,66992680.81,39,YES,1447990783,"FRESENIUS MEDICAL CARE CARNEY, LLC",<UNAVAIL>,467154.81,2100 DORCHESTER AVE STE 1,DORCHESTER,021245615,VP
79,"BLANTON, BARRY",43,66992680.81,39,YES,1528077237,"BIO-MEDICAL APPLICATIONS OF MASSACHUSETTS, INC.",<UNAVAIL>,224106.95,336 THOMPSON RD STE 1,WEBSTER,015701586,VICE PRESIDENT
79,"BLANTON, BARRY",43,66992680.81,39,YES,1295247955,"BIO-MEDICAL APPLICATIONS OF MASSACHUSETTS, INC.",<UNAVAIL>,196519.54,867 GRAFTON ST STE 3,WORCESTER,016042052,VICE PRESIDENT
79,"BLANTON, BARRY",43,66992680.81,39,YES,1518607928,"FRESENIUS MEDICAL CARE WESTWOOD, LLC",<UNAVAIL>,179487.81,90 GLACIER DR,WESTWOOD,020901818,VICE PRESIDENT
79,"BLANTON, BARRY",43,66992680.81,39,YES,1629087333,"BIO-MEDICAL APPLICATIONS OF MASSACHUSETTS, INC.",<UNAVAIL>,177339.77,241 WILLOW ST,YARMOUTH PORT,026751744,VICE PRESIDENT
79,"BLANTON, BARRY",43,66992680.81,39,YES,1851031256,"FRESENIUS MEDICAL CARE FRAMINGHAM, LLC",<UNAVAIL>,173799.74,110 MOUNT WAYTE AVE,FRAMINGHAM,017025705,VP
79,"BLANTON, BARRY",43,66992680.81,39,YES,1245249952,"BIO-MEDICAL APPLICATIONS OF MASSACHUSETTS, INC.",<UNAVAIL>,158180.12,2 MAIN ST STE 100,STONEHAM,021803389,VICE PRESIDENT
79,"BLANTON, BARRY",43,66992680.81,39,YES,1508875212,"BIO-MEDICAL APPLICATIONS OF MASSACHUSETTS, INC.",<UNAVAIL>,69487.64,133 BRIMBAL AVE,BEVERLY,019151856,VICE PRESIDENT
79,"BLANTON, BARRY",43,66992680.81,39,YES,1326397407,"BIO-MEDICAL APPLICATIONS OF MASSACHUSETTS, INC.",<UNAVAIL>,62370.00,100 ROSEBROOK WAY STE 100,WAREHAM,025711140,VICE PRESIDENT
79,"BLANTON, BARRY",43,66992680.81,39,YES,1184633893,"BIO-MEDICAL APPLICATIONS OF MASSACHUSETTS, INC.",<UNAVAIL>,48379.81,10 CORDAGE PARK CIR STE 213,PLYMOUTH,023607318,VICE PRESIDENT
79,"BLANTON, BARRY",43,66992680.81,39,YES,1366451072,"BIO-MEDICAL APPLICATIONS OF MASSACHUSETTS, INC.",<UNAVAIL>,47427.54,260 MERRIMAC ST,NEWBURYPORT,019502192,VICE PRESIDENT
79,"BLANTON, BARRY",43,66992680.81,39,YES,1548279250,"BIO-MEDICAL APPLICATIONS OF MASSACHUSETTS, INC.",<UNAVAIL>,37520.22,34 BATES RD STE 201,MASHPEE,026493280,VICE PRESIDENT
79,"BLANTON, BARRY",43,66992680.81,39,YES,1881603595,"BIO-MEDICAL APPLICATIONS OF MASSACHUSETTS, INC.",<UNAVAIL>,17864.53,115 WILDWOOD AVE,GREENFIELD,013011215,VICE PRESIDENT
79,"BLANTON, BARRY",43,66992680.81,39,YES,1376283770,"FRESENIUS MEDICAL CARE WEYMOUTH, LLC",<UNAVAIL>,9930.45,2 WEST ST STE 1,WEYMOUTH,021901861,VICE PRESIDENT
79,"BLANTON, BARRY",43,66992680.81,39,YES,1518976224,"BIO-MEDICAL APPLICATIONS OF MASSACHUSETTS, INC.",<UNAVAIL>,7859.20,84 CONZ ST,NORTHAMPTON,010603830,VICE PRESIDENT
79,"BLANTON, BARRY",43,66992680.81,39,YES,1447686746,"FRESENIUS MEDICAL CARE COMMONWEALTH NEPHROLOGY, LLC",<UNAVAIL>,3175.99,111 PLEASANT ST,ATTLEBORO,027032360,VICE PRESIDENT
79,"BLANTON, BARRY",43,66992680.81,39,YES,1144239856,"BIO-MEDICAL APPLICATIONS OF MASSACHUSETTS, INC.",<UNAVAIL>,1197.11,42 WRIGHT ST,PALMER,010691156,VICE PRESIDENT
79,"BLANTON, BARRY",43,66992680.81,39,YES,1134500747,"BIO-MEDICAL APPLICATIONS OF MASSACHUSETTS, INC.",<UNAVAIL>,618.78,75 NEWBURY ST,DANVERS,019231083,VICE PRESIDENT
79,"BLANTON, BARRY",43,66992680.81,39,YES,1417966128,"BIO-MEDICAL APPLICATIONS OF MASSACHUSETTS, INC.",<UNAVAIL>,291.51,42 CAPE RD,MILFORD,017573292,VICE PRESIDENT
80,"STRINGER, DIANE",2,66126768.15,1,,1447344130,"CARE DIMENSIONS, INC.",,66120500.87,75 SYLVAN ST,DANVERS,019232740,PRESIDENT/CEO
80,"STRINGER, DIANE",2,66126768.15,1,,1316084890,"CARE DIMENSIONS, INC.",,6267.28,75 SYLVAN ST,DANVERS,019232740,PRESIDENT
81,"BOK, REGINA",3,65734989.44,2,YES,1740271022,HOLYOKE HEALTH CENTER INC.,,59295649.50,230 MAPLE ST,HOLYOKE,010405144,CFO
81,"BOK, REGINA",3,65734989.44,2,YES,1518948595,HOLYOKE HEALTH CENTER INC.,<UNAVAIL>,6429395.15,505 FRONT STREET,CHICOPEE,010131246,CFO
81,"BOK, REGINA",3,65734989.44,2,YES,1477519684,HOLYOKE HEALTH CENTER PHARMACY,<UNAVAIL>,9944.79,230 MAPLE ST,HOLYOKE,010405144,CFO
82,"LEFAIVRE, DANIEL",2,65448612.30,1,,1174542013,"FRANCISCAN HOSPITAL FOR CHILDREN, INC.",,62308421.77,30 WARREN ST,BOSTON,021353602,VP FINANCE
82,"LEFAIVRE, DANIEL",2,65448612.30,1,,1710910427,"FRANCISCAN HOSPITAL FOR CHILDREN, INC.",,3140190.53,30 WARREN ST,BOSTON,021353602,VP FINANCE
83,"TRAVINSKI, MARILYN",3,64064837.57,1,,1326164831,"TRI-VALLEY, INC",<UNAVAIL>,30834542.06,10 MILL ST,DUDLEY,015713377,EXECUTIVE DIRECTOR
83,"TRAVINSKI, MARILYN",3,64064837.57,1,,1023135258,"TRI-VALLEY, INC",<UNAVAIL>,26491896.65,10 MILL ST,DUDLEY,015713377,EXECUTIVE DIRECTOR
83,"TRAVINSKI, MARILYN",3,64064837.57,1,,1629195094,"TRI-VALLEY, INC",<UNAVAIL>,6738398.86,10 MILL ST,DUDLEY,015713377,EXECUTIVE DIRECTOR
84,"HUSSAIN, SAMEERA",8,64032079.90,8,YES,1245407881,DENTAL DREAMS LLC,,12192579.85,555 STATE ST,SPRINGFIELD,011094101,OWNER/DENTIST
84,"HUSSAIN, SAMEERA",8,64032079.90,8,YES,1992976112,"DENTAL DREAMS, LLC",,11283329.29,26 WOOD ST,LOWELL,018511519,OWNER / DENTIST
84,"HUSSAIN, SAMEERA",8,64032079.90,8,YES,1689841223,"DENTAL DREAMS, LLC",,8863092.29,55 SACK BLVD # 5,LEOMINSTER,014533325,OWNER / DENTIST
84,"HUSSAIN, SAMEERA",8,64032079.90,8,YES,1942447289,"DENTAL DREAMS, LLC",,7696183.24,1054 KINGS HIGHWAY,NEW BEDFORD,02745,OWNER / DENTIST
84,"HUSSAIN, SAMEERA",8,64032079.90,8,YES,1205090925,DENTAL DREAMS LLC,,7631062.72,68 STAFFORD ST,WORCESTER,016031450,OWNER / DENTIST
84,"HUSSAIN, SAMEERA",8,64032079.90,8,YES,1508020439,DENTAL DREAMS LLC,,6631865.41,45 MARIANO SOUTH BISHOP BLVD,FALL RIVER,02721,OWNER / DENTIST
84,"HUSSAIN, SAMEERA",8,64032079.90,8,YES,1407010531,"DENTAL DREAMS, LLC",,6153802.22,700 ESSEX ST,LAWRENCE,018414396,OWNER / DENTIST
84,"HUSSAIN, SAMEERA",8,64032079.90,8,YES,1720524002,DENTAL DREAMS LLC,,3580164.88,270 NEW STATE HWY,RAYNHAM,027675458,OWNER
85,"WILLIAMS, KIMBERLY",7,63207952.66,6,YES,1689975021,"ESOTERIX GENETIC LABORATORIES, LLC",,56933265.70,3400 COMPUTER DR,WESTBOROUGH,015811771,VP
85,"WILLIAMS, KIMBERLY",7,63207952.66,6,YES,1093793200,LABORATORY CORPORATION OF AMERICA HOLDINGS,,3195840.68,123 SUMMER ST,WORCESTER,016081216,VP
85,"WILLIAMS, KIMBERLY",7,63207952.66,6,YES,1649572017,"ESOTERIX GENETIC LABORATORIES, LLC",,2973575.63,3400 COMPUTER DR,WESTBOROUGH,015811771,VICE PRESIDENT
85,"WILLIAMS, KIMBERLY",7,63207952.66,6,YES,1114792991,LABORATORY CORPORATION OF AMERICA HOLDINGS,,56381.84,361 WHITNEY AVE,HOLYOKE,010402855,VICE PRESIDENT
85,"WILLIAMS, KIMBERLY",7,63207952.66,6,YES,1538934203,LABORATORY CORPORATION OF AMERICA HOLDINGS,,35357.70,26 QUEEN ST,WORCESTER,016102473,VICE PRESIDENT
85,"WILLIAMS, KIMBERLY",7,63207952.66,6,YES,1083995864,LABORATORY CORPORATION OF AMERICA HOLDINGS,,10972.64,1073 PLEASANT ST,BROCKTON,023013039,VP
85,"WILLIAMS, KIMBERLY",7,63207952.66,6,YES,1710329479,LABORATORY CORPORATION OF AMERICA HOLDINGS,,2558.47,ONE EATON PLACE,WORCESTER,01608,VP
86,"DERIN, Z. SEREN",2,61505338.02,1,,1023473329,"STAVROS CENTER FOR INDEPENDENT LIVING, INC.",,53848816.48,210 OLD FARM RD,AMHERST,010022704,FI PROGRAM DIRECTOR
86,"DERIN, Z. SEREN",2,61505338.02,1,,1710325923,STAVROS CENTER FOR INDEPENDENT LIVING,,7656521.54,210 OLD FARM RD,AMHERST,010022704,FISCAL DIRECTOR
87,"LEMOINE, JUDI",2,61351716.07,2,YES,1740209881,NORTH SUFFOLK COMMUNITY SERVICES INC.,<UNAVAIL>,50044523.67,14 PORTER ST,EAST BOSTON,021282116,CHIEF EXECUTIVE OFFICER
87,"LEMOINE, JUDI",2,61351716.07,2,YES,1255481107,NORTH SUFFOLK COMMUNITY SERVICES INC.,<UNAVAIL>,11307192.40,130 CONDOR ST,EAST BOSTON,021281305,CHIEF EXECUTIVE OFFICER
88,"KIONGERA, GEORGE",2,60141615.16,1,,1790091122,"MAESTRO-CONNECTIONS HEALTH SYSTEMS, LLC",,52901101.84,439 S UNION ST,LAWRENCE,018432837,PRESIDENT & CEO
88,"KIONGERA, GEORGE",2,60141615.16,1,,1487078556,"MAESTRO COMMUNITY CARE, LLC",,7240513.32,439 S UNION ST,LAWRENCE,018432837,PRESIDENT AND CEO
89,"PFEFFER, AMY",20,59763229.96,12,YES,1730106162,STURDY MEMORIAL HOSPITAL INC,,53652288.55,211 PARK ST,ATTLEBORO,027030963,CFO
89,"PFEFFER, AMY",20,59763229.96,12,YES,1104347319,STURDY HEALTH INC,<UNAVAIL>,1148818.17,60 MESSENGER ST,PLAINVILLE,027622258,CFO
89,"PFEFFER, AMY",20,59763229.96,12,YES,1295751485,STURDY HEALTH INC,<UNAVAIL>,1062315.75,303 N MAIN ST,ATTLEBORO,027031752,CFO
89,"PFEFFER, AMY",20,59763229.96,12,YES,1144740994,STURDY HEALTH INC,<UNAVAIL>,764743.86,60 MESSENGER ST,PLAINVILLE,027622258,CHIEF FINANCE OFFICER
89,"PFEFFER, AMY",20,59763229.96,12,YES,1063866176,STURDY HEALTH INC,<UNAVAIL>,726477.67,211 PARK ST,ATTLEBORO,027033143,CFO
89,"PFEFFER, AMY",20,59763229.96,12,YES,1538194824,STURDY HEALTH INC,<UNAVAIL>,339675.97,20 ONEIL BLVD,ATTLEBORO,027031854,CFO
89,"PFEFFER, AMY",20,59763229.96,12,YES,1497771703,STURDY HEALTH INC,<UNAVAIL>,311060.90,170 DRAPER AVE,NORTH ATTLEBORO,027603604,CFO
89,"PFEFFER, AMY",20,59763229.96,12,YES,1538194527,STURDY HEALTH INC,<UNAVAIL>,277062.78,159 PLEASANT ST,ATTLEBORO,027032442,CFO
89,"PFEFFER, AMY",20,59763229.96,12,YES,1306875166,STURDY HEALTH INC,<UNAVAIL>,226654.82,100 ONEIL BLVD,ATTLEBORO,027034250,CFO
89,"PFEFFER, AMY",20,59763229.96,12,YES,1356725394,STURDY HEALTH INC,<UNAVAIL>,223706.74,160 PLEASANT ST,ATTLEBORO,027032443,CFO
89,"PFEFFER, AMY",20,59763229.96,12,YES,1942359856,STURDY HEALTH INC,<UNAVAIL>,221090.81,100 ONEIL BLVD,ATTLEBORO,027034250,CFO
89,"PFEFFER, AMY",20,59763229.96,12,YES,1780600924,STURDY HEALTH INC,<UNAVAIL>,181866.21,14 TAUNTON AVE,NORTON,027662707,CFO
89,"PFEFFER, AMY",20,59763229.96,12,YES,1649596354,STURDY HEALTH INC,<UNAVAIL>,158125.23,687 N MAIN ST,ATTLEBORO,027031518,CFO
89,"PFEFFER, AMY",20,59763229.96,12,YES,1639528987,STURDY HEALTH INC,<UNAVAIL>,154838.93,170 DRAPER AVE,NORTH ATTLEBORO,027603604,CFO
89,"PFEFFER, AMY",20,59763229.96,12,YES,1053605634,STURDY HEALTH INC,<UNAVAIL>,118204.81,20 ONEIL BLVD,ATTLEBORO,027031854,CFO
89,"PFEFFER, AMY",20,59763229.96,12,YES,1679598460,STURDY HEALTH INC,<UNAVAIL>,76793.96,538 WINTHROP ST,REHOBOTH,027691227,CFO
89,"PFEFFER, AMY",20,59763229.96,12,YES,1114349834,STURDY HEALTH INC,<UNAVAIL>,73840.18,20 ONEIL BLVD,ATTLEBORO,027031854,CFO
89,"PFEFFER, AMY",20,59763229.96,12,YES,1194078311,STURDY HEALTH INC,<UNAVAIL>,41692.94,20 ONEIL BLVD,ATTLEBORO,027031854,CFO
89,"PFEFFER, AMY",20,59763229.96,12,YES,1871515874,"STURDY HEALTH, INC.",<UNAVAIL>,3966.64,200 COPELAND DR,MANSFIELD,020481225,CFO
89,"PFEFFER, AMY",20,59763229.96,12,YES,1588852800,STURDY HEALTH INC,<UNAVAIL>,5.04,100 ONEIL BLVD,ATTLEBORO,027034250,CHIEF FINANCE OFFICER
90,"RODMAN-CONARE, KEVIN",2,59273745.36,2,YES,1750487245,"KENNEDY DONOVAN CENTER, INC",,43575760.57,25 FOREST ST,ATTLEBORO,027032407,CEO/PRESIDENT
90,"RODMAN-CONARE, KEVIN",2,59273745.36,2,YES,1376761734,"KENNEDY DONOVAN CENTER, INC",,15697984.79,32 COMMERCIAL ST,SOUTH YARMOUTH,026644441,CEO PRESIDENT
91,"KERRIGAN, STEPHEN",4,58984761.88,4,YES,1609842152,"EDWARD M. KENNEDY COMMUNITY HEALTH CENTER, INC",<UNAVAIL>,55248113.58,19 TACOMA ST,WORCESTER,016053516,PRESIDENT & CEO
91,"KERRIGAN, STEPHEN",4,58984761.88,4,YES,1316324650,"EDWARD M. KENNEDY COMMUNITY HEALTH CENTER, INC",,3087984.12,605 LINCOLN ST,WORCESTER,016051901,CEO/PRESIDENT
91,"KERRIGAN, STEPHEN",4,58984761.88,4,YES,1992137426,"EDWARD M. KENNEDY COMMUNITY HEALTH CENTER, INC",,636443.35,41 CAPE RD,MILFORD,017573276,PRESIDENT/CEO
91,"KERRIGAN, STEPHEN",4,58984761.88,4,YES,1154600344,"EDWARD M. KENNEDY COMMUNITY HEALTH CENTER, INC",<UNAVAIL>,12220.83,354 WAVERLY ST,FRAMINGHAM,017027079,PRESIDENT/CEO
92,"RIVERA, JUNIOR",2,58057665.56,1,,1588719488,"DIMOCK COMMUNITY HEALTH CENTER, INC",<UNAVAIL>,29379125.48,45 DIMOCK ST,ROXBURY,021191208,CFO
92,"RIVERA, JUNIOR",2,58057665.56,1,,1326193269,DIMOCK COMMUNITY SERVICES CORPORATION,<UNAVAIL>,28678540.08,45 DIMOCK ST,ROXBURY,021191208,CFO
93,"MCGAHAN, JOHN",2,57238175.08,2,YES,1396079414,GAVIN FOUNDATION,,50796511.89,49 L ST,SOUTH BOSTON,021271511,PRESIDENT/CEO
93,"MCGAHAN, JOHN",2,57238175.08,2,YES,1750895413,"GAVIN FOUNDATION, INC.",<UNAVAIL>,6441663.19,43 OLD COLONY AVE,QUINCY,021702606,PRESIDENT/CEO
94,"DORN, TIMOTHY",3,56992901.41,3,YES,1619911971,AMERICAN MEDICAL RESPONSE OF MASSACHUSETTS INC,<UNAVAIL>,51735937.15,595 COTTAGE ST,SPRINGFIELD,011043220,CHIEF ADMINISTRATIVE OFFICER
94,"DORN, TIMOTHY",3,56992901.41,3,YES,1225334071,"COMMUNITY EMS, INC.",,3972117.47,401 CEDAR HILL ST,MARLBOROUGH,017523034,CHIEF ADMINISTRATIVE OFFICER
94,"DORN, TIMOTHY",3,56992901.41,3,YES,1619013653,MARLBORO HUDSON AMBULANCE AND WHEELCHAIR SERVICE INC,,1284846.79,401 CEDAR HILL STREET,MARLBORO,017523036,CHIEF ADMINISTRATIVE OFFICER
95,"DEMALIA, JOHN",6,56156237.91,6,YES,1477580827,"COMMUNITY HEALTH CONNECTIONS, INC.",<UNAVAIL>,31729204.83,326 NICHOLS RD,FITCHBURG,014201914,PRESIDENT AND CEO
95,"DEMALIA, JOHN",6,56156237.91,6,YES,1285630533,"COMMUNITY HEALTH CONNECTIONS, INC.",<UNAVAIL>,9052525.25,175 CONNORS STREET,GARDNER,014402637,PRESIDENT AND CEO
95,"DEMALIA, JOHN",6,56156237.91,6,YES,1891953048,"COMMUNITY HEALTH CONNECTIONS, INC.",<UNAVAIL>,8900116.54,14 MANNING AVENUE,LEOMINSTER,014535768,PRESIDENT AND CEO
95,"DEMALIA, JOHN",6,56156237.91,6,YES,1811149586,"COMMUNITY HEALTH CONNECTIONS, INC.",<UNAVAIL>,3563384.05,130 WATER STREET,FITCHBURG,014201914,PRESIDENT AND CEO
95,"DEMALIA, JOHN",6,56156237.91,6,YES,1205566106,"COMMUNITY HEALTH CONNECTIONS, INC.",<UNAVAIL>,1560128.48,165 MILL ST,LEOMINSTER,014533289,PRESIDENT AND CEO
95,"DEMALIA, JOHN",6,56156237.91,6,YES,1225742174,"COMMUNITY HEALTH CONNECTIONS, INC.",,1350878.76,529 TIMPANY BOULEVARD,GARDNER,01440,CEO
96,"DE LA ROSA, JOSE",2,54540497.00,1,,1861730715,FAMILY CAREGIVERS,,41172960.55,891 CENTRE ST,JAMAICA PLAIN,021302776,CEO
96,"DE LA ROSA, JOSE",2,54540497.00,1,,1265683569,"GUARDIAN HEALTHCARE, LLC",,13367536.45,891 CENTRE ST,JAMAICA PLAIN,021302776,CEO
97,"ADKINS, RUSSELL",3,53709619.41,3,YES,1780937649,LIFE CHOICE HOSPICE OF SOUTHERN MASSACHUSETTS LLC,<UNAVAIL>,40539067.24,790 TURNPIKE ST STE 202,NORTH ANDOVER,018456138,SVP GENERAL COUNSEL
97,"ADKINS, RUSSELL",3,53709619.41,3,YES,1417200379,LIFE CHOICE HOSPICE OF WESTERN MASSACHUSETTS LLC,,7791699.01,19 MIDSTATE DR STE 130,AUBURN,015011858,SVP GENERAL COUNSEL
97,"ADKINS, RUSSELL",3,53709619.41,3,YES,1063691814,"LIFE CHOICE HOSPICE OF MASSACHUSETTS, LLC",,5378853.16,243 KING ST,NORTHAMPTON,010602451,SVP GENERAL COUNSEL
98,"ALESSANDRO, CHRISTINE",3,53270028.66,1,,1407974819,"BAYPATH ELDER SERVICES, INC",,49728837.53,33 BOSTON POST RD W,MARLBOROUGH,017521867,EXECUTIVE DIRECTOR
98,"ALESSANDRO, CHRISTINE",3,53270028.66,1,,1932504537,"BAYPATH ELDER SERVICES, INC.",,2857285.89,33 BOSTON POST RD W,MARLBOROUGH,017521867,EXECUTIVE DIRECTOR
98,"ALESSANDRO, CHRISTINE",3,53270028.66,1,,1548455728,"BAYPATH ELDER SERVICES, INC.",,683905.24,33 BOSTON POST RD W,MARLBOROUGH,017521867,EXECUTIVE DIRECTOR
99,"MATUKEWICZ, JEFFREY",4,51502695.03,4,YES,1841263621,NATIONAL SEATING & MOBILITY INC,,23464387.70,150 PADGETTE ST,CHICOPEE,010221311,SECRETARY
99,"MATUKEWICZ, JEFFREY",4,51502695.03,4,YES,1679546519,"NATIONAL SEATING & MOBILITY, INC.",,12896181.04,12 SOUTHVILLE RD,SOUTHBOROUGH,017724026,SECRETARY
99,"MATUKEWICZ, JEFFREY",4,51502695.03,4,YES,1750332797,"HUDSON HOME HEALTH CARE, INC.",<UNAVAIL>,11765715.43,101 CONSTITUTION BLVD STE F,FRANKLIN,020382587,SECRETARY
99,"MATUKEWICZ, JEFFREY",4,51502695.03,4,YES,1962470112,HUDSON HOME HEALTH CARE INC,,3376410.86,50T CONCORD ST,WILMINGTON,018872179,SECRETARY
100,"BETANCOURT, ANA",3,50979396.12,3,YES,1912271875,"AFTERCARE SERVICES, INC",<UNAVAIL>,47641984.27,125-135 LIBRARY ST,CHELSEA,02150,PRESIDENT
100,"BETANCOURT, ANA",3,50979396.12,3,YES,1881970283,HAPPY DAYS ADH PROGAM INC.,,2682687.87,217 SHURTLEFF ST,CHELSEA,021502914,EXECUTIVE DIRECTOR
100,"BETANCOURT, ANA",3,50979396.12,3,YES,1942355904,AFTER CARE SERVICES INC.,,654723.98,2 LEXINGTON ST,EAST BOSTON,021281666,EXECUTIVE DIRECTOR
101,"BENVENUTO, MARY",5,50140119.24,5,YES,1720208770,"OPEN SKY COMMUNITY SERVICES, INC.",<UNAVAIL>,32871752.81,54 DOUGLAS ROAD,WHITINSVILLE,01588,CFO & EVP
