 Base_Id,Budget_Fiscal_Year,Fiscal_Period,Payment Date,Cabinet_Secretariat,Department,Appropriation_Type,Appropriation,Object_Class,Object_Code,Encumbrance ID,Zip_Code,Amount,Fund,Fund_Code,Appropriation_Code,Object,Department_Code,Vendor,Vendor_Id,Payment ID,Payment_Method,State,City,Create_Date
00000000000038236049,2021,9,2021-03-05T00:00:00.000,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,DEPARTMENT OF ELDER AFFAIRS (ELD),(1CS) DIRECT APPROPRIATIONS/SUBSIDIARIZED,(91109002) GRANTS TO COUNCILS ON AGING,(PP) STATE AID/POL SUB,(P01) GRANTS TO PUBLIC ENTITIES,(CT) SFY21COAFORMULAGRANT,01923,75768,GENERAL FUND,0010,91109002,P01,ELD,TOWN OF DANVERS,TOWN HALL,03032100000000074918,EFT,MA,DANVERS,2025-12-01T15:44:24.000
00000000000038235621,2021,7,2021-01-19T00:00:00.000,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,DEPARTMENT OF ELDER AFFAIRS (ELD),(1CS) DIRECT APPROPRIATIONS/SUBSIDIARIZED,(50460000) ADULT MENTAL HEALTH AND SUPPORT SERVICES,(MM) PURCHASED CLIENT/PROGRAM SVCS,(M04) SERVICES PURCH SUPPORT OF HUMAN/SOCIAL SERVICES FOR CLIENTS,(CT) GMHP2014BRISTOLELDER,02723,3821.32,GENERAL FUND,0010,50460000,M04,ELD,BRISTOL ELDER SERVICES INC,UNASSIGNED,01132100000000059341,EFT,MA,FALL RIVER,2025-12-01T15:44:24.000
00000000000038235246,2021,5,2020-12-02T00:00:00.000,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,DEPARTMENT OF ELDER AFFAIRS (ELD),(4FN) FEDERAL GRANTS,(91102022) SCC3 CARES ACT FOR SUPPORTIVE SERVICES 2020,(MM) PURCHASED CLIENT/PROGRAM SVCS,(M03) PURCHASED HUMAN & SOCIAL SERVICES FOR CLIENTS/NON MEDICAL,(CT) CARES19NUTRITIONSENR,01930,2561.1,FEDERAL GRANTS FUND,0100,91102022,M03,ELD,SENIOR CARE INC,UNASSIGNED,JUN20COVIDCARESSEN01,EFT,MA,GLOUCESTER,2025-12-01T15:44:24.000
00000000000038235158,2021,5,2020-11-20T00:00:00.000,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,DEPARTMENT OF ELDER AFFAIRS (ELD),(4FN) FEDERAL GRANTS,(91102021) FCC3 CARES ACT FOR FAMILY CAREGIVER SUPPORT PROGRAM 2020,(MM) PURCHASED CLIENT/PROGRAM SVCS,(M03) PURCHASED HUMAN & SOCIAL SERVICES FOR CLIENTS/NON MEDICAL,(CT) CARES19NUTRITIONMERR,01843,2295.82,FEDERAL GRANTS FUND,0100,91102021,M03,ELD,ELDER SERVICES   OF THE,MERRIMACK VALLEY INC,JUL20COVIDCARESMER01,EFT,MA,LAWRENCE,2025-12-01T15:44:24.000
00000000000038235149,2021,5,2020-11-19T00:00:00.000,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,DEPARTMENT OF ELDER AFFAIRS (ELD),(4FN) FEDERAL GRANTS,(91101174) NUTRITION SERVICES INCENTIVE PROGRAM,(JJ) OPERATIONAL SERVICES,(J56) FOOD SERVICES,(CT) FY18MUFFINTOWNINCCCC,02150,8452.1,FEDERAL GRANTS FUND,0100,91101174,J56,ELD,JSB INDUSTRIES INC,DBA MUFFIN TOWN,11162000000000042919,EFT,MA,CHELSEA,2025-12-01T15:44:24.000
00000000000038235040,2021,5,2020-11-06T00:00:00.000,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,DEPARTMENT OF ELDER AFFAIRS (ELD),(1CS) DIRECT APPROPRIATIONS/SUBSIDIARIZED,(91101636) PROTECTIVE SERVICES,(MM) PURCHASED CLIENT/PROGRAM SVCS,(M03) PURCHASED HUMAN & SOCIAL SERVICES FOR CLIENTS/NON MEDICAL,(CT) ASAPMONTACHUSETT2020,01453,5013.72,GENERAL FUND,0010,91101636,M03,ELD,MONTACHUSETT HOMECARE CORP,CROSSROADS OFFICE PARK,11042000000000039617,EFT,MA,LEOMINSTER,2025-12-01T15:44:24.000
00000000000038141691,2021,11,2021-05-21T00:00:00.000,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,DEPARTMENT OF ELDER AFFAIRS (ELD),(1CS) DIRECT APPROPRIATIONS/SUBSIDIARIZED,(91101455) SENIOR PRESCRIPTION DRUG INSURANCE,(PP) STATE AID/POL SUB,(P01) GRANTS TO PUBLIC ENTITIES,(CT) SHINEEARMARK21ATTLEB,02703,74746.98,GENERAL FUND,0010,91101455,P01,ELD,CITY OF ATTLEBORO,TREASURER,05182100000000101871,EFT,MA,ATTLEBORO,2025-12-01T15:44:24.000
00000000000038138325,2021,10,2021-04-29T00:00:00.000,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,DEPARTMENT OF ELDER AFFAIRS (ELD),(1CS) DIRECT APPROPRIATIONS/SUBSIDIARIZED,(91100600) COMMUNITY CHOICES,(MM) PURCHASED CLIENT/PROGRAM SVCS,(M03) PURCHASED HUMAN & SOCIAL SERVICES FOR CLIENTS/NON MEDICAL,(CT) CHOICESSFY2100000000,01901,467220.84,GENERAL FUND,0010,91100600,M03,ELD,GREATER LYNN SENIOR,SERVICES INC,04272100000000093985,EFT,MA,LYNN,2025-12-01T15:44:24.000
00000000000038135337,2021,7,2021-01-27T00:00:00.000,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,DEPARTMENT OF ELDER AFFAIRS (ELD),(4FN) FEDERAL GRANTS,(91102019) FAMILIES FIRST CORONAVIRUS RESPONSE OLDER AMERICANS ACT TIII,(MM) PURCHASED CLIENT/PROGRAM SVCS,(M03) PURCHASED HUMAN & SOCIAL SERVICES FOR CLIENTS/NON MEDICAL,(CT) COVID19NUTRITIONSOMR,02143,2109.08,FEDERAL GRANTS FUND,0100,91102019,M03,ELD,SOMERVILLE-CAMBRIDGE ELDER SER,SERVICES INC,MAY20COVIDFFCRASOM03,EFT,MA,SOMERVILLE,2025-12-01T15:44:24.000
00000000000038133549,2021,4,2020-10-08T00:00:00.000,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,DEPARTMENT OF ELDER AFFAIRS (ELD),(1CS) DIRECT APPROPRIATIONS/SUBSIDIARIZED,(91101660) PROGRAM OF CONGREGATE AND SHARED HOUSING,(MM) PURCHASED CLIENT/PROGRAM SVCS,(M03) PURCHASED HUMAN & SOCIAL SERVICES FOR CLIENTS/NON MEDICAL,(CT) 2020CONGHSGWORCESTER,01606,3651.09,GENERAL FUND,0010,91101660,M03,ELD,ELDER SERVICES OFWORCESTER,UNASSIGNED,10062000000000030343,EFT,MA,WORCESTER,2025-12-01T15:44:24.000
00000000000038133261,2021,6,2020-12-03T00:00:00.000,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,DEPARTMENT OF ELDER AFFAIRS (ELD),(1CS) DIRECT APPROPRIATIONS/SUBSIDIARIZED,(91100600) COMMUNITY CHOICES,(MM) PURCHASED CLIENT/PROGRAM SVCS,(M03) PURCHASED HUMAN & SOCIAL SERVICES FOR CLIENTS/NON MEDICAL,(CT) CHOICESSFY2100000000,01606,152426.39,GENERAL FUND,0010,91100600,M03,ELD,ELDER SERVICES OFWORCESTER,UNASSIGNED,12012000000000047038,EFT,MA,WORCESTER,2025-12-01T15:44:24.000
00000000000038132839,2021,5,2020-11-18T00:00:00.000,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,DEPARTMENT OF ELDER AFFAIRS (ELD),(4FN) FEDERAL GRANTS,(91101173) OLDER AMERICANS ACT-TITLE VII,(MM) PURCHASED CLIENT/PROGRAM SVCS,(M03) PURCHASED HUMAN & SOCIAL SERVICES FOR CLIENTS/NON MEDICAL,(CT) TITLE3FEDYR20MINUTMN,01730,339.8,FEDERAL GRANTS FUND,0100,91101173,M03,ELD,MINUTEMAN SENIOR SERVICES INC,UNASSIGNED,SEP20TITLE3NUTRMIN01,EFT,MA,BEDFORD,2025-12-01T15:44:24.000
00000000000038117873,2021,13,2021-07-19T00:00:00.000,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,DEPARTMENT OF ELDER AFFAIRS (ELD),(1CN) DIRECT APPROPRIATIONS/NON-SUBSIDIARIZED,(15991232) COVID 2021 RESERVE,(MM) PURCHASED CLIENT/PROGRAM SVCS,(M03) PURCHASED HUMAN & SOCIAL SERVICES FOR CLIENTS/NON MEDICAL,(CT) ASAPSPRINGWELL202000,02452,11824.12,GENERAL FUND,0010,15991232,M03,ELD,SPRINGWELL INC,UNASSIGNED,07152100000000004921,EFT,MA,WALTHAM,2025-12-01T15:44:24.000
00000000000038117847,2021,13,2021-07-15T00:00:00.000,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,DEPARTMENT OF ELDER AFFAIRS (ELD),(1CS) DIRECT APPROPRIATIONS/SUBSIDIARIZED,(91101636) PROTECTIVE SERVICES,(MM) PURCHASED CLIENT/PROGRAM SVCS,(M03) PURCHASED HUMAN & SOCIAL SERVICES FOR CLIENTS/NON MEDICAL,(CT) ASAPOLDCOLONY2020000,02301,2506.86,GENERAL FUND,0010,91101636,M03,ELD,OLD COLONY ELDER SERVICES INC,144 MAIN ST,07132100000000003843,EFT,MA,BROCKTON,2025-12-01T15:44:24.000
00000000000038117846,2021,13,2021-07-15T00:00:00.000,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,DEPARTMENT OF ELDER AFFAIRS (ELD),(4FN) FEDERAL GRANTS,(91101147) FY2018 MIPPA: PRIORITY 1 FOR SHIPS,(PP) STATE AID/POL SUB,(P01) GRANTS TO PUBLIC ENTITIES,(CT) SHINEPROGRAM2014ATTL,02703,9335.4,FEDERAL GRANTS FUND,0100,91101147,P01,ELD,CITY OF ATTLEBORO,TREASURER,07122100000000003459,EFT,MA,ATTLEBORO,2025-12-01T15:44:24.000
00000000000038117657,2021,12,2021-07-01T00:00:00.000,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,DEPARTMENT OF ELDER AFFAIRS (ELD),(4FN) FEDERAL GRANTS,(91102019) FAMILIES FIRST CORONAVIRUS RESPONSE OLDER AMERICANS ACT TIII,(JJ) OPERATIONAL SERVICES,(J56) FOOD SERVICES,(CT) FY18MUFFINTOWNINCCCC,02150,2583.5,FEDERAL GRANTS FUND,0100,91102019,J56,ELD,JSB INDUSTRIES INC,DBA MUFFIN TOWN,06292100000000117142,EFT,MA,CHELSEA,2025-12-01T15:44:24.000
00000000000038117361,2021,12,2021-06-10T00:00:00.000,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,DEPARTMENT OF ELDER AFFAIRS (ELD),(1CS) DIRECT APPROPRIATIONS/SUBSIDIARIZED,(91101636) PROTECTIVE SERVICES,(MM) PURCHASED CLIENT/PROGRAM SVCS,(M03) PURCHASED HUMAN & SOCIAL SERVICES FOR CLIENTS/NON MEDICAL,(CT) ASAPHESSCO2020000000,02067,989.55,GENERAL FUND,0010,91101636,M03,ELD,HEALTH AND SOCIALSERVICES,CONSORTIUM INC,06082100000000109071,EFT,MA,SHARON,2025-12-01T15:44:24.000
00000000000038114472,2021,10,2021-04-30T00:00:00.000,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,DEPARTMENT OF ELDER AFFAIRS (ELD),(1CS) DIRECT APPROPRIATIONS/SUBSIDIARIZED,(91101635) ENOUGH PAY TO STAY,(MM) PURCHASED CLIENT/PROGRAM SVCS,(M03) PURCHASED HUMAN & SOCIAL SERVICES FOR CLIENTS/NON MEDICAL,(CT) CHOICESSFY2100000000,01201,38904.74,GENERAL FUND,0010,91101635,M03,ELD,ELDER SRVCS OF BERKSIRE COUNTY,UNASSIGNED,04282100000000094347,EFT,MA,PITTSFIELD,2025-12-01T15:44:24.000
00000000000038111741,2021,10,2021-04-16T00:00:00.000,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,DEPARTMENT OF ELDER AFFAIRS (ELD),(1CS) DIRECT APPROPRIATIONS/SUBSIDIARIZED,(91101633) HOME CARE PROGRAM ADMINISTRATION,(MM) PURCHASED CLIENT/PROGRAM SVCS,(M03) PURCHASED HUMAN & SOCIAL SERVICES FOR CLIENTS/NON MEDICAL,(CT) ASAPCENTLBOSTON20200,02119,115529.93,GENERAL FUND,0010,91101633,M03,ELD,CENTRAL BOSTON ELDER SERVICES INC,SERVICES INCY,04142100000000089591,EFT,MA,BOSTON,2025-12-01T15:44:24.000
00000000000038111728,2021,10,2021-04-15T00:00:00.000,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,DEPARTMENT OF ELDER AFFAIRS (ELD),(1CS) DIRECT APPROPRIATIONS/SUBSIDIARIZED,(91101633) HOME CARE PROGRAM ADMINISTRATION,(MM) PURCHASED CLIENT/PROGRAM SVCS,(M03) PURCHASED HUMAN & SOCIAL SERVICES FOR CLIENTS/NON MEDICAL,(CT) ASAPBRISTOL202000000,02723,156652.34,GENERAL FUND,0010,91101633,M03,ELD,BRISTOL ELDER SERVICES INC,UNASSIGNED,04132100000000089022,EFT,MA,FALL RIVER,2025-12-01T15:44:24.000
00000000000038111727,2021,10,2021-04-15T00:00:00.000,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,DEPARTMENT OF ELDER AFFAIRS (ELD),(1CS) DIRECT APPROPRIATIONS/SUBSIDIARIZED,(91101633) HOME CARE PROGRAM ADMINISTRATION,(MM) PURCHASED CLIENT/PROGRAM SVCS,(M03) PURCHASED HUMAN & SOCIAL SERVICES FOR CLIENTS/NON MEDICAL,(CT) ASAPCOASTLINE2020000,02740,104055.54,GENERAL FUND,0010,91101633,M03,ELD,COASTLINE ELDERLY SERVICES INC,UNASSIGNED,04132100000000089038,EFT,MA,NEW BEDFORD,2025-12-01T15:44:24.000
00000000000038111441,2021,10,2021-04-05T00:00:00.000,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,DEPARTMENT OF ELDER AFFAIRS (ELD),(4FN) FEDERAL GRANTS,(91102021) FCC3 CARES ACT FOR FAMILY CAREGIVER SUPPORT PROGRAM 2020,(MM) PURCHASED CLIENT/PROGRAM SVCS,(M03) PURCHASED HUMAN & SOCIAL SERVICES FOR CLIENTS/NON MEDICAL,(CT) CARES19NUTRITIONHIGH,01062,269.23,FEDERAL GRANTS FUND,0100,91102021,M03,ELD,HIGHLAND VALLEY ELDER SERVICES,UNASSIGNED,DEC20COVIDCARESHIG01,EFT,MA,FLORENCE,2025-12-01T15:44:24.000
00000000000038111415,2021,9,2021-04-01T00:00:00.000,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,DEPARTMENT OF ELDER AFFAIRS (ELD),(1CS) DIRECT APPROPRIATIONS/SUBSIDIARIZED,(91109002) GRANTS TO COUNCILS ON AGING,(PP) STATE AID/POL SUB,(P01) GRANTS TO PUBLIC ENTITIES,(CT) SFY21COAFORMULAGRANT,01543,13608,GENERAL FUND,0010,91109002,P01,ELD,TOWN OF RUTLAND,UNASSIGNED,03302100000000084339,EFT,MA,RUTLAND,2025-12-01T15:44:24.000
00000000000038110696,2021,9,2021-03-22T00:00:00.000,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,DEPARTMENT OF ELDER AFFAIRS (ELD),(1CS) DIRECT APPROPRIATIONS/SUBSIDIARIZED,(91109002) GRANTS TO COUNCILS ON AGING,(PP) STATE AID/POL SUB,(P01) GRANTS TO PUBLIC ENTITIES,(CT) SFY21COAFORMULAGRANT,02189,136632,GENERAL FUND,0010,91109002,P01,ELD,TOWN OF WEYMOUTH,TOWN HALL,03182100000000080446,EFT,MA,EAST WEYMOUTH,2025-12-01T15:44:24.000
00000000000038110662,2021,9,2021-03-17T00:00:00.000,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,DEPARTMENT OF ELDER AFFAIRS (ELD),(1CS) DIRECT APPROPRIATIONS/SUBSIDIARIZED,(91100600) COMMUNITY CHOICES,(MM) PURCHASED CLIENT/PROGRAM SVCS,(M03) PURCHASED HUMAN & SOCIAL SERVICES FOR CLIENTS/NON MEDICAL,(CT) ASAPOLDCOLONY2020000,02301,51525,GENERAL FUND,0010,91100600,M03,ELD,OLD COLONY ELDER SERVICES INC,144 MAIN ST,03152100000000079008,EFT,MA,BROCKTON,2025-12-01T15:44:24.000
00000000000038110456,2021,9,2021-03-11T00:00:00.000,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,DEPARTMENT OF ELDER AFFAIRS (ELD),(1CS) DIRECT APPROPRIATIONS/SUBSIDIARIZED,(91100600) COMMUNITY CHOICES,(MM) PURCHASED CLIENT/PROGRAM SVCS,(M03) PURCHASED HUMAN & SOCIAL SERVICES FOR CLIENTS/NON MEDICAL,(CT) CHOICESSFY2100000000,02111,62425,GENERAL FUND,0010,91100600,M03,ELD,BOSTON SENIOR HOME CARE INC,UNASSIGNED,03082100000000076463,EFT,MA,BOSTON,2025-12-01T15:44:24.000
00000000000038107515,2021,8,2021-02-04T00:00:00.000,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,DEPARTMENT OF ELDER AFFAIRS (ELD),(1CS) DIRECT APPROPRIATIONS/SUBSIDIARIZED,(91101633) HOME CARE PROGRAM ADMINISTRATION,(MM) PURCHASED CLIENT/PROGRAM SVCS,(M03) PURCHASED HUMAN & SOCIAL SERVICES FOR CLIENTS/NON MEDICAL,(CT) ASAPHESSCO2020000000,02067,37751.22,GENERAL FUND,0010,91101633,M03,ELD,HEALTH AND SOCIALSERVICES,CONSORTIUM INC,02022100000000065523,EFT,MA,SHARON,2025-12-01T15:44:24.000
00000000000038100975,2021,8,2021-02-11T00:00:00.000,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,DEPARTMENT OF ELDER AFFAIRS (ELD),(1CS) DIRECT APPROPRIATIONS/SUBSIDIARIZED,(91101636) PROTECTIVE SERVICES,(MM) PURCHASED CLIENT/PROGRAM SVCS,(M03) PURCHASED HUMAN & SOCIAL SERVICES FOR CLIENTS/NON MEDICAL,(CT) ASAPSOUTHSHORE202000,02184,111115.19,GENERAL FUND,0010,91101636,M03,ELD,SOUTH SHORE ELDERSERVICES INC,UNASSIGNED,02082100000000067121,EFT,MA,BRAINTREE,2025-12-01T15:44:24.000
00000000000038100974,2021,7,2021-01-08T00:00:00.000,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,DEPARTMENT OF ELDER AFFAIRS (ELD),(1CS) DIRECT APPROPRIATIONS/SUBSIDIARIZED,(91101604) SUPPORTIVE SENIOR HOUSING,(MM) PURCHASED CLIENT/PROGRAM SVCS,(M03) PURCHASED HUMAN & SOCIAL SERVICES FOR CLIENTS/NON MEDICAL,(CT) ASAPBRISTOL202000000,02723,24966,GENERAL FUND,0010,91101604,M03,ELD,BRISTOL ELDER SERVICES INC,UNASSIGNED,01062100000000057077,EFT,MA,FALL RIVER,2025-12-01T15:44:24.000
00000000000038100970,2021,8,2021-02-08T00:00:00.000,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,DEPARTMENT OF ELDER AFFAIRS (ELD),(1CS) DIRECT APPROPRIATIONS/SUBSIDIARIZED,(91101630) HOME CARE SERVICES FOR THE ELDERLY,(MM) PURCHASED CLIENT/PROGRAM SVCS,(M03) PURCHASED HUMAN & SOCIAL SERVICES FOR CLIENTS/NON MEDICAL,(CT) ASAPWORCESTER2020000,01606,512469.6,GENERAL FUND,0010,91101630,M03,ELD,ELDER SERVICES OFWORCESTER,UNASSIGNED,02032100000000066103,EFT,MA,WORCESTER,2025-12-01T15:44:24.000
00000000000038042404,2021,7,2021-01-15T00:00:00.000,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,DEPARTMENT OF ELDER AFFAIRS (ELD),(1CS) DIRECT APPROPRIATIONS/SUBSIDIARIZED,(91101636) PROTECTIVE SERVICES,(MM) PURCHASED CLIENT/PROGRAM SVCS,(M03) PURCHASED HUMAN & SOCIAL SERVICES FOR CLIENTS/NON MEDICAL,(CT) GUARD2020JFSWESTERN0,01108,25683.35,GENERAL FUND,0010,91101636,M03,ELD,JEWISH FAMILY SERVICE OF WESTERN MA,GREATER SPRINGFIELD INC,01132100000000059273,EFT,MA,SPRINGFIELD,2025-12-01T15:44:24.000
00000000000038042179,2021,7,2021-01-08T00:00:00.000,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,DEPARTMENT OF ELDER AFFAIRS (ELD),(1CS) DIRECT APPROPRIATIONS/SUBSIDIARIZED,(91101633) HOME CARE PROGRAM ADMINISTRATION,(MM) PURCHASED CLIENT/PROGRAM SVCS,(M03) PURCHASED HUMAN & SOCIAL SERVICES FOR CLIENTS/NON MEDICAL,(CT) ASAPLIFEPATH20200000,01301,56256.72,GENERAL FUND,0010,91101633,M03,ELD,"LIFEPATH, INC.",UNASSIGNED,01062100000000057047,EFT,MA,GREENFIELD,2025-12-01T15:44:24.000
00000000000038042065,2021,6,2020-12-24T00:00:00.000,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,DEPARTMENT OF ELDER AFFAIRS (ELD),(4FN) FEDERAL GRANTS,(91101079) IIID PREVENTITIVE HEALTH,(MM) PURCHASED CLIENT/PROGRAM SVCS,(M03) PURCHASED HUMAN & SOCIAL SERVICES FOR CLIENTS/NON MEDICAL,(CT) TITLE3FEDYR20WESTMAS,01040,726.65,FEDERAL GRANTS FUND,0100,91101079,M03,ELD,WESTMASS ELDERCARE INC,UNASSIGNED,SEP20TITLE3SPOAWES01,EFT,MA,HOLYOKE,2025-12-01T15:44:24.000
00000000000038024238,2021,13,2021-09-01T00:00:00.000,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,DEPARTMENT OF ELDER AFFAIRS (ELD),(1CS) DIRECT APPROPRIATIONS/SUBSIDIARIZED,(91101630) HOME CARE SERVICES FOR THE ELDERLY,(MM) PURCHASED CLIENT/PROGRAM SVCS,(M03) PURCHASED HUMAN & SOCIAL SERVICES FOR CLIENTS/NON MEDICAL,(CT) FY21COPAYWAIVERBRIST,02723,115952.3,GENERAL FUND,0010,91101630,M03,ELD,BRISTOL ELDER SERVICES INC,UNASSIGNED,08292100000000018815,EFT,MA,FALL RIVER,2025-12-01T15:44:24.000
00000000000038024163,2021,13,2021-08-23T00:00:00.000,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,DEPARTMENT OF ELDER AFFAIRS (ELD),(1CS) DIRECT APPROPRIATIONS/SUBSIDIARIZED,(91100600) COMMUNITY CHOICES,(MM) PURCHASED CLIENT/PROGRAM SVCS,(M03) PURCHASED HUMAN & SOCIAL SERVICES FOR CLIENTS/NON MEDICAL,(CT) ASAPMYSTICVALLEY2020,02148,59625,GENERAL FUND,0010,91100600,M03,ELD,MYSTIC VALLEY ELDER SERVICES INC,UNASSIGNED,08192100000000015505,EFT,MA,MALDEN,2025-12-01T15:44:24.000
00000000000038024135,2021,13,2021-08-18T00:00:00.000,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,DEPARTMENT OF ELDER AFFAIRS (ELD),(1CS) DIRECT APPROPRIATIONS/SUBSIDIARIZED,(91101633) HOME CARE PROGRAM ADMINISTRATION,(MM) PURCHASED CLIENT/PROGRAM SVCS,(M03) PURCHASED HUMAN & SOCIAL SERVICES FOR CLIENTS/NON MEDICAL,(CT) ASAPMYSTICVALLEY2020,02148,150264.66,GENERAL FUND,0010,91101633,M03,ELD,MYSTIC VALLEY ELDER SERVICES INC,UNASSIGNED,08162100000000014526,EFT,MA,MALDEN,2025-12-01T15:44:24.000
00000000000038023976,2021,13,2021-08-02T00:00:00.000,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,DEPARTMENT OF ELDER AFFAIRS (ELD),(4FN) FEDERAL GRANTS,(91101173) OLDER AMERICANS ACT-TITLE VII,(MM) PURCHASED CLIENT/PROGRAM SVCS,(M03) PURCHASED HUMAN & SOCIAL SERVICES FOR CLIENTS/NON MEDICAL,(CT) TITLE3FEDYR20BAYPATH,01752,100.03,FEDERAL GRANTS FUND,0100,91101173,M03,ELD,"BAYPATH ELDER SERVICES, INC.",UNASSIGNED,07292100000000009004,EFT,MA,MARLBOROUGH,2025-12-01T15:44:24.000
00000000000038021801,2021,13,2021-07-08T00:00:00.000,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,DEPARTMENT OF ELDER AFFAIRS (ELD),(1CS) DIRECT APPROPRIATIONS/SUBSIDIARIZED,(91101635) ENOUGH PAY TO STAY,(MM) PURCHASED CLIENT/PROGRAM SVCS,(M03) PURCHASED HUMAN & SOCIAL SERVICES FOR CLIENTS/NON MEDICAL,(CT) CHOICESSFY2100000000,02130,49961.14,GENERAL FUND,0010,91101635,M03,ELD,SOUTHWEST BOSTON SENIOR SRVS,DBA ETHOS,07062100000000001426,EFT,MA,JAMAICA PLAIN,2025-12-01T15:44:24.000
00000000000038019292,2021,5,2020-12-02T00:00:00.000,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,DEPARTMENT OF ELDER AFFAIRS (ELD),(4FN) FEDERAL GRANTS,(91102022) SCC3 CARES ACT FOR SUPPORTIVE SERVICES 2020,(MM) PURCHASED CLIENT/PROGRAM SVCS,(M03) PURCHASED HUMAN & SOCIAL SERVICES FOR CLIENTS/NON MEDICAL,(CT) CARES19NUTRITIONSOSH,02184,7059.92,FEDERAL GRANTS FUND,0100,91102022,M03,ELD,SOUTH SHORE ELDERSERVICES INC,UNASSIGNED,AUG20COVIDCARESSOU01,EFT,MA,BRAINTREE,2025-12-01T15:44:24.000
00000000000038018991,2021,5,2020-11-12T00:00:00.000,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,DEPARTMENT OF ELDER AFFAIRS (ELD),(1CS) DIRECT APPROPRIATIONS/SUBSIDIARIZED,(91100600) COMMUNITY CHOICES,(MM) PURCHASED CLIENT/PROGRAM SVCS,(M03) PURCHASED HUMAN & SOCIAL SERVICES FOR CLIENTS/NON MEDICAL,(CT) ASAPWORCESTER2020000,01606,45450,GENERAL FUND,0010,91100600,M03,ELD,ELDER SERVICES OFWORCESTER,UNASSIGNED,11092000000000040926,EFT,MA,WORCESTER,2025-12-01T15:44:24.000
00000000000038018669,2021,3,2020-10-02T00:00:00.000,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,DEPARTMENT OF ELDER AFFAIRS (ELD),(1CS) DIRECT APPROPRIATIONS/SUBSIDIARIZED,(45131026) SUICIDE PREVENTION,(MM) PURCHASED CLIENT/PROGRAM SVCS,(M04) SERVICES PURCH SUPPORT OF HUMAN/SOCIAL SERVICES FOR CLIENTS,(CT) GMHP2007000WORCESTER,01606,5293.28,GENERAL FUND,0010,45131026,M04,ELD,ELDER SERVICES OFWORCESTER,UNASSIGNED,09302000000000028681,EFT,MA,WORCESTER,2025-12-01T15:44:24.000
00000000000038018568,2021,3,2020-09-28T00:00:00.000,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,DEPARTMENT OF ELDER AFFAIRS (ELD),(1CS) DIRECT APPROPRIATIONS/SUBSIDIARIZED,(91100100) ELDER AFFAIRS ADMINISTRATION,(EE) ADMINISTRATIVE EXPENSES,"(E12) SUBSCRIPTIONS, MEMBERSHIPS & LICENSING FEES",(GAE) SFY21BOSTONGLOBE0000,02125,813.2,GENERAL FUND,0010,91100100,E12,ELD,THE BOSTON GLOBE LLC,UNASSIGNED,09232000000000005332,EFT,MA,DORCHESTER,2025-12-01T15:44:24.000
